,언론사,제목,내용
0,세계일보,"삼성전자 ""애니콜 브랜드 슬로건 교체""","
                         삼 성 전 자 가   6 년   만 에   애 니 콜   브 랜 드   슬 로 건 을   교 체 했 다 .   
                       
 삼 성 전 자 는   새 로 운   애 니 콜   브 랜 드   슬 로 건   ' T a l k ,   P l a y ,   L o v e   애 니 콜 ' 을   T V   C F 를   통 해   전 격 적 으 로   선 보 였 다 고   1 7 일   밝 혔 다 .   
                       
   ' T a l k ,   P l a y ,   L o v e ' 는   인 생 에   있 어   가 장   중 요 한   세   가 지   요 소 를   상 징 하 는   단 어 들 로   ' 즐 겁 게   대 화 ( T a l k ) 하 고 ,   인 생 을   즐 기 고 ( P l a y ) ,   더 욱   사 랑 하 라 ( L o v e ) ' 는   의 미 를   담 고 있 다 . 
                       
 삼 성 전 자   관 계 자 는   "" 애 니 콜 이   사 람 과   사 람 을   잇 는   ' T a l k ' 를   연 결 하 고 ,   즐 겁 고   재 미 있 는   ' P l a y ' 를   제 공 해 ,   소 비 자 들 에 게   ' L o v e ' 의   대 상 이   되 겠 다 는   표 현 "" 이 라 며   "" 애 니 콜 을   통 해   인 생 의   가 장   중 요 한   3 요 소 인   ' T a l k ,   P l a y ,   L o v e ' 를   마 음 껏   즐 길   수   있 도 록   응 원 하 겠 다 는   의 도 도   담 고   있 다 "" 고   밝 혔 다 .   
                       
 삼 성 전 자 는   새 로 운   브 랜 드   슬 로 건 을   통 해   애 니 콜   브 랜 드   이 미 지 를   기 존 에   갖 고   있 던   ' 신 뢰 받 는   브 랜 드 ' ,   ' 휴 대 폰   대 표   브 랜 드 ' 를   넘 어 서   모 든   소 비 자 들 로 부 터   ' 사 랑 받 는   국 민   브 랜 드 ' 로   확 대 ,   변 화 시 켜   나 갈   계 획 이 다 .   
                       
 삼 성 전 자 가   애 니 콜   브 랜 드   슬 로 건 을   바 꾼   것 은   6 년   만 이 다 .   삼 성 전 자 는   애 니 콜   최 초 의   브 랜 드   슬 로 건 인   ' 한 국   지 형 에   강 하 다 ( 9 5 ~ 9 8 ) '   를   시 작 으 로   ' 언 제   어 디 서 나   한 국 인 은   애 니 콜 ( 9 8 ~ 0 0 ) ' ,   ' 내   손   안 의   디 지 털 세 상 ( 0 0 ~ 0 1 ) ' ,   ' 디 지 털   익 사 이 팅   애 니 콜 ( 0 1 ~ 0 7 ) '   등   시 대 를   대 표 하 는   새 로 운   브 랜 드   슬 로 건 을   발 표 하 며   국 내   브 랜 드   마 케 팅   성 공 신 화 를   이 어 왔 다 .   
                       특 히   ' 한 국   지 형 에   강 하 다 ' 는   브 랜 드   슬 로 건 은   국 내   소 비 자 들 에 게   ' 한 국 에 서 는   한 국 지 형 에   맞 게   설 계 된   애 니 콜 이   적 격 ' 이 라 는   강 한   인 상 을   심 어   주 며   외 국 산   휴 대 폰 이   잠 식 하 고   있 던   국 내   휴 대 폰   시 장   판 도 를   1 8 0 도   바 꿔   놓 은   국 내   브 랜 드   마 케 팅 의   대 표 적 인   성 공 사 례 로   꼽 히 고   있 다 .   
                       삼 성 전 자   관 계 자 는   "" 휴 대 폰 이   디 지 털   중 심 기 기 로   부 상 하 던   2 0 0 0 년 대   초 반 과   달 리   이 제   휴 대 폰 은   생 활 의   필 수   도 구 이 자   자 신 을   표 현 하 는   분 신 ( 分 身 ) 이 라 는   점 에 서   새 로 운   브 랜 드   슬 로 건 이   필 요 했 다 "" 고   교 체   이 유 를   밝 혔 다 .   이 번   브 랜 드   슬 로 건 은   특 히 ,   의 미 를   담 고   있 는   단 어 를   열 거 하 거 나   단 문   형 식 으 로   제 시 됐 던   기 존 의   워 드 마 크 식   브 랜 드   슬 로 건   형 식 을   탈 피 해   다 양 한   해 석 이   가 능 한   개 방 형   슬 로 건 이 라 는   관 심 을   모 으 고   있 다 . 
                       이 에   따 라   브 랜 드   슬 로 건   디 자 인 도   T a l k ,   P l a y ,   L o v e 의   세   단 어 가   합 쳐 져   정 육 면 체 의   큐 브   모 양 을   완 성 하 는   아 이 콘   형 식 으 로   형 상 화 됐 다 .   이 모 티 콘 과   약 자   등   기 호 에   열 광 하 는   젊 은   고 객 들 에 게   보 다   감 성 적 이 고   친 숙 하 게   다 가 가 는   애 니 콜 의   새 로 운   비 주 얼   아 이 덴 티 티 로 서 의   역 할 을   할   계 획 이 다 .   
                       삼 성 전 자   관 계 자 는   "" 최 근   시 장   트 렌 드 를   이 끌 고   있 는   1 0 ~ 2 0 대   소 비 자 들 은   글 보 다   그 림 이 나   영 상 에   익 숙 한   비 주 얼   세 대 "" 라 며   "" 이 들 에 게   가 장   효 과 적 으 로   어 필 할   수   있 는   감 성   커 뮤 니 케 이 션   수 단 으 로   큐 브   형 태 의   아 이 콘 을   기 획 한   것 "" 이 라 고   밝 혔 다 . 
                       삼 성 전 자 는   1 6 일 부 터   ' T a l k ,   P l a y ,   L o v e   애 니 콜 '   T V   C F   3 편 을   동 시 에   내 보 내 는   것 과   함 께   1 7 일 부 터 는   애 니 콜 랜 드 ( w w w . a n y c a l l . c o m ) 를   통 해   새 로 운   브 랜 드   슬 로 건 을   인 터 랙 티 브 하 게   경 험 할   수   있 는   코 너 를   오 픈 하 는   등   다 양 한   채 널 의   브 랜 드   캠 페 인   활 동 을   전 개 할   예 정 이 다 .   
                       
 편 집   세 계 일 보   인 터 넷 뉴 스 부   b o d o @ s e g y e . c o m ,   팀 블 로 그   h t t p : / / n e t . s e g y e . c o m   
 
 
   
 
 
 
 
 [ ⓒ   세 계 일 보   &   S e g y e . c o m ,   무 단 전 재   및   재 배 포   금 지 ] 
"
1,세계일보,삼성전자 베트남서 QLED TV 출시,"
                         삼 성 전 자 가   베 트 남 에 서   Q L E D   T V   출 시   행 사 를   개 최 했 다 .   삼 성 전 자 는   월 드 컵 을   앞 두 고   선 보 인   Q L E D   T V   신 제 품 을   통 해   새 로 운   수 요 를   창 출 하 고   동 남 아   시 장 의   T V   대 형 화   트 렌 드 를   이 끌 어 낼   방 침 이 다 .   
                       
 삼 성 전 자 는   9 일   베 트 남   호 찌 민 에 서   ‘ 2 0 1 8   삼 성   Q L E D   T V   출 시 ’   행 사 를   열 고   새   Q L E D   라 인 업 을   선 보 였 다 고   1 0 일   밝 혔 다 .   Q L E D 는   퀀 텀 닷   기 술 을   적 용 한   삼 성 전 자 의   프 리 미 엄   T V 다 .   
                       
 삼 성 전 자 는   이 번   행 사 에 서   T V 를   시 청 하 지   않 을   때 도   날 씨 나   뉴 스   등   생 활 정 보 와   음 악   등   콘 텐 츠 를   제 공 하 는   ‘ 매 직   스 크 린 ’   기 능 을   소 개 했 다 .   또   습 기   차 단 을   위 한   ‘ 트 리 플   프 로 텍 션 ’   등 에   대 해 서 도   자 세 히   설 명 했 다 .   이   기 능 을   활 용 하 면   소 비 자 들 은   동 남 아   지 역 의   심 한   날 씨 에   대 응 할   수   있 게   된 다 .   높 은   습 도 로   인 한   제 품   고 장   등 도   예 방 할   수   있 다 .   
                       
 행 사 에 는   동 남 아   주 요   지 역 의   거 래 선 과   미 디 어   관 계 자   등   2 5 0 여 명 이   참 석 했 다 .   베 트 남   국 민   영 웅 으 로   떠 오 른   박 항 서   베 트 남   축 구   국 가 대 표 팀   감 독 도   행 사 장 에   나 타 나   ‘ 불 가 능 을   가 능 하 게   하 라 ( D o   W h a t   Y o u   C a n ’ t ) ’ 라 는   삼 성 전 자 의   슬 로 건 과   자 신 의   철 학 을   연 결 한   강 연 으 로   눈 길 을   끌 었 다 .   
                       
 삼 성 전 자   관 계 자 는   “ 올 해   1 분 기   베 트 남 에 서   6 5 인 치   이 상   T V   매 출 이   지 난 해   같 은   기 간 의   2 배   이 상   늘 어 났 다 ” 며   “ 초 대 형   T V   수 요 와   월 드 컵 의   열 기 를   생 생 하 게   즐 길   수   있 는   제 품 을   앞 세 워   시 장 을   공 략 하 겠 다 ” 고   말 했 다 .   
                       
 한 편   베 트 남   T V   시 장 은   6 년   간   두   자 릿   수   성 장 세 를   이 어 가 고   있 으 며 ,   삼 성 전 자 는   베 트 남   T V   시 장 에 서   점 유 율   4 0 %   이 상 을   차 지 하 고   있 는   1 위   업 체 다 .   
                       
 정 필 재   기 자   
                       
 
 
 
 
 
 [ ⓒ   세 계 일 보   &   S e g y e . c o m ,   무 단 전 재   및   재 배 포   금 지 ] 
"
2,세계일보,"삼성전자, '2015 사랑의 김장 나누기' 행사 개최","
 
 
 
 
 
 
 
 지 난   1 4 일   삼 성 전 자   수 원   디 지 털 시 티 에 서   경 기 도   대 표 단 체 ,   지 역 주 민 ,   삼 성 전 자   임 직 원   등   6 8 0 여 명 이   모 여   어 려 운   이 웃 들 의   겨 울 나 기 를   돕 기   위 해   1 2 0 톤 의   김 장 을   담 갔 다 .   사 진 = 삼 성 전 자 
 
 
 삼 성 전 자 는   경 기 도   대 표 단 체 ,   지 역 주 민 들 과   함 께   어 려 운   이 웃 들 의   겨 울 나 기 를   돕 기   위 해   김 장   1 2 0 톤 ( 1 만 2 0 0 0 상 자 ) 을   담 갔 다 고   1 5 일   밝 혔 다 . 
                       
 ‘ 사 랑 의   김 장   나 누 기 ’   행 사 는   삼 성 전 자 가   매 년   각   사 업 장   별 로   펼 치 고   있 는   대 표 적 인   지 역 사 회   봉 사 활 동 으 로 ,   1 4 일 에 는   ‘ 1 석 3 조 ( 농 촌 경 제 살 리 기 ,   전 통 시 장 활 성 화 ,   소 외 계 층 지 원 )   사 랑 의   김 장   나 누 기 ’ 라 는   슬 로 건 을   걸 고   삼 성 전 자   디 지 털 시 티 ( 수 원 )   한 가 족   프 라 자 에 서   열 렸 다 . 
                       
 이   자 리 에 서   ▲ 이 기 우   경 기 도   통 합 부 지 사   ▲ 박 광 온   국 회 의 원   ▲ 경 기 중 앙 지 방 변 호 사 회 ( 장 성 근   회 장 )   ▲ 수 원 보 훈 원 ( 박 낙 조   원 장 )   ▲ 경 기 도 여 성 단 체 연 합 회 ( 이 금 자   회 장 )   ▲ 수 원 상 공 회 의 소   ▲ 3 군 사 령 부   등   경 기 도   주 요   인 사 와   대 표 단 체 의   자 원 봉 사 자   2 8 0 명 ,   지 역 주 민   2 0 0 명 ,   삼 성 전 자   안 재 근   부 사 장 ,   정 민 형   부 사 장   등   임 직 원   2 0 0 여 명 이   김 장 을   담 갔 다 . 
                       
 이 날   담 근   김 장 김 치 를   총   1 만 2 0 0 0 상 자 ( 1 상 자   1 0 k g ) 에   나 눠   담 아   경 기 도   2 7 개   시 · 군 에   있 는   공 부 방 ,   지 역 아 동 센 터 ,   노 인 시 설   단 체   등   지 역 사 회   복 지 시 설   9 4 개 소 ( 6 0 0 0 상 자 ) 와   수 원 시   저 소 득 가 정   6 0 0 0 가 구 ( 6 0 0 0 상 자 ) 에   각 각   전 달 됐 다 . 
                       
 삼 성 전 자   기 흥 · 화 성   캠 퍼 스   임 직 원 들 도   평 택 ( 6 일 ) ,   화 성 ( 1 0 일 ) ,   용 인 ( 1 2 일 ) 에   이 어   오 산 ( 1 9 일 ) 에 서   김 장   나 누 기   행 사 를   펼 치 며 ,   총   1 0 0 톤 의   김 치 를   담 가   경 기 도   저 소 득 층   1 만   가 정 에   전 달 할   예 정 이 다 . 
                       
 아 울 러   삼 성 전 자 는   김 장   나 누 기   외 에 도   경 기 도 내   저 소 득   계 층 의   따 뜻 한   겨 울 나 기 를   위 해   연 탄   3 7 만 장 도   1 0 2 0 가 구 에   전 달 할   계 획 이 다 . 
                       
 삼 성 전 자   수 원 사 회 봉 사 단 장   안 재 근   부 사 장 은   “ ‘ 사 랑 의   김 장   나 누 기 ’   행 사 는   농 촌 경 제 와   전 통 시 장 을   돕 고   소 외 계 층 을   지 원 하 는   1 석 3 조 의   사 회 공 헌 ” 이 라 며   “ 앞 으 로 도   지 역 사 회 에   도 움 이   되 는   다 양 한   사 회 공 헌 활 동 을   펼 쳐   나 가 겠 다 ” 고   말 했 다 . 
                       
 박 일 경   기 자   
                       i k p a r k @ s e g y e . c o m 
 
 
                         < 세 계 파 이 낸 스 > 
 
 
 
 
 [ ⓒ   세 계 일 보   &   S e g y e . c o m ,   무 단 전 재   및   재 배 포   금 지 ] 
"
3,세계일보,[이코노 브리핑] LG전자 ‘한마음 동행 페스타’ 진행 외,"
 L G 전 자   ‘ 한 마 음   동 행   페 스 타 ’   진 행 
   
 L G 전 자 는   “ 함 께 하 면   이 겨 낼   수   있 습 니 다 ” 라 는   슬 로 건 으 로   이 달   3 1 일 까 지   특 정   제 품 을   할 인 판 매 하 는   ‘ 한 마 음   동 행   페 스 타 ’ 를   진 행 한 다 고   3 일   밝 혔 다 .   특 별 전   대 상   제 품 은   T V 와   냉 장 고 ,   에 어 컨 ,   워 시 타 워 ,   건 조 기 ,   스 타 일 러 ,   청 소 기 ,   공 기 청 정 기 ,   식 기 세 척 기 ,   전 기 레 인 지   등   1 5 개   제 품 ,   9 0 여 종 이 다 .   L G 전 자 는   특 별 전   행 사 제 품 을   산   고 객 을   대 상 으 로   추 첨 을   통 해   경 품 도   증 정 한 다 . 
   
 삼 성 ,   고 화 력   비 스 포 크   인 덕 션   출 시 
   
 삼 성 전 자 가   국 내   최 고   수 준 의   화 력 을   갖 춘   ‘ 삼 성   비 스 포 크   인 덕 션 ’ 을   출 시 했 다 고   3 일   밝 혔 다 .   이   인 덕 션 은   화 이 트   세 라 믹   글 라 스   상 판 에   소 비 자   취 향 이 나   주 방   인 테 리 어 에   따 라   다 양 한   색 상 의   조 작 부 를   선 택 할   수   있 도 록   한   ‘ 듀 얼   글 라 스   디 자 인 ’ 이   적 용 된   제 품 이 다 .   단 일   화 구   기 준 으 로   최 대   3 3 0 0 W ( 와 트 ) 의   화 력 을   갖 췄 다 .   가 격 은   출 고 가   기 준   1 5 9 만 ∼ 1 6 9 만 원 이 다 . 
   
 농 협 은 행 ,   환 경 경 영   국 제 표 준   인 증 
   
 N H 농 협 은 행 은   국 제 표 준 화 기 구 ( I S O ) 가   제 정 한   I S O   1 4 0 0 1   환 경 경 영 체 제   국 제 표 준   인 증 을   획 득 했 다 고   3 일   밝 혔 다 .   I S O   1 4 0 0 1 은   기 업 이   환 경 경 영 을   주 된   사 업 방 침 으 로   삼 고 ,   이 를   체 계 적 으 로   관 리   및   개 선 하 고   있 는 지 를   평 가 하 여   인 증 하 는   국 제 규 격 이 다 .   농 협 은 행 은   이 번   인 증   획 득 을   계 기 로   신 · 재 생 에 너 지 ,   스 마 트 팜   등   녹 색 금 융 에   대 한   투 자 와   지 원 을   더 욱   확 대 할   계 획 이 다 . 
   
 기 업 은 행 ,   미 얀 마   법 인   최 종 인 가   획 득 
   
 I B K 기 업 은 행 은   최 근   미 얀 마   중 앙 은 행 으 로 부 터   현 지 법 인   설 립   최 종 인 가 를   받 아   이 달   중   ‘ I B K 미 얀 마 은 행 ’ 을   공 식   출 범 하 고   본 격 적 인   영 업 을   시 작 할   계 획 이 라 고   3 일   밝 혔 다 .   취 임   때 부 터   ‘ 글 로 벌   경 쟁 력 을   갖 춘   초 일 류   금 융 그 룹   도 약 ’ 을   강 조 한   윤 종 원   은 행 장 의   취 임   후   첫   해 외 진 출   성 과 다 .   I B K 미 얀 마 은 행 은   기 업 ,   개 인 ,   외 환   등   현 지   은 행 이   처 리 하 는   대 부 분 의   업 무 를   취 급 할   수   있 다 . 
 
 
 
 
 [ ⓒ   세 계 일 보   &   S e g y e . c o m ,   무 단 전 재   및   재 배 포   금 지 ] 
"
4,세계일보,"[웰컴 투 U월드]삼성전자의 부풀리기 오보, 경쟁사 의식한 꼼수(?)","
                         해 외 여 행 을   떠 나 는   한 국 인 들   대 부 분 은   현 지   공 항 에 서   가 장   먼 저   삼 성 전 자 의   광 고 판 을   접 하 게   됩 니 다 .   
                         ‘ I T 코 리 아 ’ 의   위 상 을   드 높 이 고   있 는   삼 성 전 자 의   역 할 에   짜 릿 한   감 동 을   느 끼 는   순 간 이 기 도   한 데 요 .   삼 성 전 자 가   설 치 한   이   광 고 판 에 는   한   두 가 지   공 통 점 이   발 견 됩 니 다 .   바 로   세 계   ‘ 최 초 ’ 와   ‘ 최 고 ’ 라 는   문 구 입 니 다 .   그 도 그 럴   것 이   삼 성 전 자   특 히   애 니 콜 과   삼 성 모 바 일 로   대 변 되 는   정 보 통 신 총 괄 부 문 에 서 는   그 동 안   세 계   ‘ 최 초 ’   그 리 고   ‘ 최 고 ’ 의   기 술 력 을   선 보 여 왔 죠 . 
                         덕 분 에   삼 성 전 자 는   늘   휴 대 전 화   시 장 에 서 는   노 키 아 ,   모 토 로 라 와   함 께   톱 3 를   유 지 하 고   있 는 데 요 .   올 해   들 어 서 는   모 토 로 라 를   제 치 고   글 로 벌   2 위 로   등 극 했 죠 .   기 술 력 과   마 케 팅 ,   현 지 화 라 는   삼 성 전 자 의   노 하 우 가   접 목 된   결 과 인 데 요 . 
                         세 계 에 서   가 장   얇 은   초 슬 림 폰 ,   최 고   화 소 ,   최 대   용 량   등   삼 성 모 바 일 의   세 계   ‘ 최 초 · 최 고 ’   신 드 롬 은   유 럽 과   북 미 ,   아 시 아 ,   아 프 리 카 를   휘 감 쌌 는 데 요 .   삼 성 전 자 가   내 세 우 는   슬 로 건 은   늘   ‘ 최 ’ ( 最 ) 라 는   말 이   외 곬 수 처 럼   따 라 붙 습 니 다 . 
                         이 같 은   ‘ 애 니 콜   신 화 ’ 를   주 도 한   이 기 태   전   사 장 ( 현   삼 성 전 자   기 술 총 괄   부 회 장 ) 은   정 통   엔 지 니 어   출 신 답 게   마 케 팅 에   앞 서   항 상   기 술 을   먼 저   생 각 했 다 고   합 니 다 .   
                         최 고   수 장 이   이 처 럼   ‘ 최 ’ 를   좋 아 하 니   ‘ 상 명 하 복 ’   해 야   하 는   임 직 원 들 의   경 우   다 소   무 리 하 게   최 초 와   최 고 라 는   문 구 를   사 용 ,   오 남 용   같 은   부 작 용 도   간 혹   발 생 했 습 니 다 . 
                         그 런 데   올 해   초   이   사 장 의   뒤 를   이 어   바 통 을   이 어 받 은   최 지 성   사 장 은   이 기 태 식   ‘ 최 ’   전 략 에   반 기 를   들 었 는 데 요 .   프 리 미 엄 을   고 집 해 온   이 기 태 식   스 타 일 을   접 고   신 흥 시 장 을   공 략 하 기   위 한   범 용   모 델 도   함 께   선 보 이 겠 다 는   큰   그 림 을   그 리 기   시 작 했 죠 .   이 상 하 리 만 큼   최   사 장   체 제   이 후   최 초 와   최 고 라 는   말 은   사 그 라 들 었 는 데 요 .   오 히 려   ‘ 실 적 으 로   눌 렀 다 ’   또 는   ‘ 자 신 있 다 ’ 는   문 구 가   많 아 졌 습 니 다 .   마 케 팅   전 문 가 답 게   실 용 성 에   바 탕 을   둔   전 략 · 전 술 을   펼 쳤 기   때 문 이 죠 . 
                         하 지 만   삼 성 전 자 가   최 근   큰   실 수 를   저 질 렀 습 니 다 .   지 난   1 5 일   5 0 0 만   화 소   슬 림 슬 라 이 드 폰 이   영 국   I T 전 문 지   ‘ 모 바 일   초 이 스 ’ 가   선 정 한   ‘ 올 해 의   휴 대 전 화 상 ’ 을   수 상 했 다 는   보 도 자 료 를   발 표 하 면 서   전 혀   사 실 이   아 닌   내 용 을   언 급 해   망 신 을   당 한   것 입 니 다 . 
                         이 날   삼 성 전 자 는   “ 이   매 체 가   ‘ 노 키 아   N 9 5 와   소 니 에 릭 슨   K 8 0 0 i ,   K 8 1 0 i ,   L G   K U 9 9 0   등   5 0 0 만   화 소 폰   중 에 서   삼 성 전 자 의   G 6 0 0 이   가 장   눈 길 을   끈 다 ’ 고   보 도 했 다 ’ 고   전 했 습 니 다 .   하 지 만   기 사   원 문 은   “ K 8 5 0 i   사 이 버 샷 ,   L G   K U 9 9 0 이   출 시 될   예 정 이 며   두   제 품 은   삼 성 전 자 의   G 6 0 0 과   경 쟁 할   것 으 로   보 인 다 ” 로   전 혀   다 른   내 용 이 었 죠 . 
                         한 가 지   더 .   삼 성 전 자 는   2 7 일 까 지   중 국   베 이 징 에 서   열 린   ‘ P T   엑 스 포 컴   차 이 나   2 0 0 7 ’   전 시 회 에 서   참 가   업 체 중   최 대   면 적 인   1 2 0 평 에   걸 쳐   부 스 를   마 련 했 다 고   강 조 했 는 데 요 .   그 러 나   같 은   전 시 회   참 가   내 용 을   보 낸   L G 전 자 가   1 3 9 평 으 로   면 적 으 로 는   더   넓 었 습 니 다 .   삼 성 전 자 측 은   현 지   실 무 팀 이   자 세 한   상 황   파 악 없 이   어 림 식 으 로   자 료 를   만 들 었 다 고   해 명 했 는 데 요 . 
                         1 0 월   한   달   동 안   오 보 가   2 건 이 나   발 생 했 으 니 ,   단 순 한   실 수 로   받 아 들 이 기 에 는   좀   무 리 가   있 을   것   같 습 니 다 .   
                         다 시   ‘ 최 고 ’ 만 을   주 장 하 던   과 거 의   망 령 이   다 시   부 활 한   것 일 까 요 ?   경 쟁 사 를   의 식 한   실 적   부 풀 리 기 가   과 잉 충 성 과   버 무 러 진   것 은   아 닌 지   의 구 심 이   듭 니 다 .   
                       
 스 포 츠 월 드   김 수 길   기 자   
                       
 
 
 
 [ ⓒ   세 계 일 보   &   S e g y e . c o m ,   무 단 전 재   및   재 배 포   금 지 ] 
"
